"PT";"AFD";"BLOK";"IFTYPE";"IFSUBTYPE";"IFCODE";"IFDESC";"DIMENSI";"NILAI";"SATUAN";"BAIK";"SIAGA";"RUSAK";"WO_NO";"CREATED_DATE";"CREATED_BY";"MODIFIED_DATE";"MODIFIED_BY";"LAT";"LON";"TOPOGRAFI";"JENIS_TANAH";"ACTIVE"
"SA1";"OA";"001";"JL";"JLA";"JLAOA001";"Jalan Transport Timur OA001";"PJG";"161";"MTR";"161";"0";"0";"WOWIF/SA1/202608/020045";"19-AUG-26 01.41.55.000000 PM";"0107042";"19-AUG-26 01.41.55.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"001";"JL";"JLB";"JLBOA001";"Jalan Koleksi Utara OA001";"PJG";"1167";"MTR";"1097";"70";"0";"";"23-MAY-26 06.52.08.000000 AM";"0107042";"23-MAY-26 06.52.08.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"002";"JL";"JLA";"JLAOA002";"Jalan Transport Timur OA002";"PJG";"166";"MTR";"166";"0";"0";"";"15-JUL-26 10.37.04.000000 AM";"0107042";"15-JUL-26 10.37.04.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"002";"JL";"JLB";"JLBOA002";"Jalan Koleksi Utara OA002";"PJG";"1126";"MTR";"1126";"0";"0";"";"16-APR-25 10.29.52.000000 AM";"upesa";"16-APR-25 10.29.52.000000 AM";"";"";"";"";"";"Y"
"SA1";"OA";"003";"JL";"JLA";"JLAOA003";"Jalan Transport Timur OA003";"PJG";"249";"MTR";"249";"0";"0";"";"15-JUL-26 10.38.07.000000 AM";"0107042";"15-JUL-26 10.38.07.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"003";"JL";"JLB";"JLBOA003";"Jalan Koleksi Utara OA003";"PJG";"1017";"MTR";"1017";"0";"0";"WOWIF/SA1/202606/020030";"11-JUN-26 06.25.00.000000 AM";"0107042";"11-JUN-26 06.25.00.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"004";"JL";"JLA";"JLAOA004";"Jalan Transport Timur OA004";"PJG";"247";"MTR";"222";"25";"0";"";"26-JUN-26 02.32.13.000000 PM";"0107042";"26-JUN-26 02.32.13.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"004";"JL";"JLB";"JLBOA004";"Jalan Koleksi Utara OA004";"PJG";"1169";"MTR";"1169";"0";"0";"";"10-JUN-25 11.49.41.000000 AM";"0107042";"10-JUN-25 11.49.41.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"005";"JL";"JLA";"JLAOA005";"Jalan Transport Timur OA005";"PJG";"245";"MTR";"225";"20";"0";"";"26-MAY-26 10.26.06.000000 AM";"0107042";"26-MAY-26 10.26.06.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"005";"JL";"JLB";"JLBOA005";"Jalan Koleksi Utara OA005";"PJG";"1169";"MTR";"1169";"0";"0";"WOWIF/SA1/202507/020062";"15-JUL-25 09.21.53.000000 AM";"0107042";"15-JUL-25 09.21.53.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"006";"JL";"JLA";"JLAOA006";"Jalan Transport Timur OA006";"PJG";"231";"MTR";"231";"0";"0";"";"06-MAY-25 03.25.06.000000 PM";"0107042";"06-MAY-25 03.25.06.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"006";"JL";"JLB";"JLBOA006";"Jalan Koleksi Utara OA006";"PJG";"1016";"MTR";"1016";"0";"0";"";"20-MAY-25 09.45.59.000000 AM";"0107042";"20-MAY-25 09.45.59.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"007";"JL";"JLA";"JLAOA007";"Jalan Transport Timur OA007";"PJG";"249";"MTR";"249";"0";"0";"";"04-JUN-26 01.02.29.000000 PM";"0107042";"04-JUN-26 01.02.29.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"007";"JL";"JLB";"JLBOA007";"Jalan Koleksi Utara OA007";"PJG";"1015";"MTR";"1015";"0";"0";"";"03-JUN-25 07.34.31.000000 AM";"0107042";"03-JUN-25 07.34.31.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"008";"JL";"JLA";"JLAOA008";"Jalan Transport Timur OA008";"PJG";"236";"MTR";"201";"35";"0";"";"26-JUN-26 02.31.16.000000 PM";"0107042";"26-JUN-26 02.31.16.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"008";"JL";"JLB";"JLBOA008";"Jalan Koleksi Utara OA008";"PJG";"1163";"MTR";"1163";"0";"0";"";"15-JUL-26 10.38.59.000000 AM";"0107042";"15-JUL-26 10.38.59.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"009";"JL";"JLA";"JLAOA009";"Jalan Transport Timur OA009";"PJG";"249";"MTR";"224";"25";"0";"";"03-JUL-26 10.41.21.000000 AM";"0107042";"03-JUL-26 10.41.21.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"009";"JL";"JLB";"JLBOA009";"Jalan Koleksi Utara OA009";"PJG";"1170";"MTR";"1170";"0";"0";"";"10-JUN-25 11.50.28.000000 AM";"0107042";"10-JUN-25 11.50.28.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"010";"JL";"JLA";"JLAOA010";"Jalan Transport Timur OA010";"PJG";"256";"MTR";"256";"0";"0";"WOWIF/SA1/202607/020104";"28-JUL-26 06.53.26.000000 AM";"0107042";"28-JUL-26 06.53.26.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"010";"JL";"JLB";"JLBOA010";"Jalan Koleksi Utara OA010";"PJG";"1011";"MTR";"1011";"0";"0";"";"20-MAY-25 09.46.35.000000 AM";"0107042";"20-MAY-25 09.46.35.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"011";"JL";"JLA";"JLAOA011";"Jalan Transport Timur OA011";"PJG";"249";"MTR";"249";"0";"0";"WOWIF/SA1/202608/020026";"11-AUG-26 07.56.12.000000 AM";"0107042";"11-AUG-26 07.56.41.000000 AM";"0107042";"-1.9646";"102.496";"";"";"Y"
"SA1";"OA";"011";"JL";"JLB";"JLBOA011";"Jalan Koleksi Utara OA011";"PJG";"1041";"MTR";"1041";"0";"0";"WOWIF/SA1/202608/020025";"11-AUG-26 07.55.32.000000 AM";"0107042";"11-AUG-26 07.55.32.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"012";"JL";"JLA";"JLAOA012";"Jalan Transport Timur OA012";"PJG";"247";"MTR";"227";"20";"0";"";"02-JUN-26 10.22.41.000000 AM";"0107042";"02-JUN-26 10.22.41.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"012";"JL";"JLB";"JLBOA012";"Jalan Koleksi Utara OA012";"PJG";"1018";"MTR";"958";"60";"0";"";"25-MAR-26 01.59.11.000000 PM";"0107042";"25-MAR-26 01.59.11.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"013";"JL";"JLA";"JLAOA013";"Jalan Transport Timur OA013";"PJG";"248";"MTR";"208";"40";"0";"";"26-JUN-26 02.29.09.000000 PM";"0107042";"26-JUN-26 02.29.09.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"013";"JL";"JLB";"JLBOA013";"Jalan Koleksi Utara OA013";"PJG";"1172";"MTR";"1172";"0";"0";"";"29-APR-25 08.45.37.000000 AM";"0107042";"29-APR-25 08.45.37.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"014";"JL";"JLA";"JLAOA014";"Jalan Transport Timur OA014";"PJG";"253";"MTR";"223";"30";"0";"";"26-JUN-26 02.28.36.000000 PM";"0107042";"26-JUN-26 02.28.36.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"014";"JL";"JLB";"JLBOA014";"Jalan Koleksi Utara OA014";"PJG";"1170";"MTR";"1170";"0";"0";"WOWIF/SA1/202510/020025";"04-OCT-25 08.38.41.000000 AM";"0107042";"04-OCT-25 08.38.41.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"015";"JL";"JLA";"JLAOA015";"Jalan Transport Timur OA015";"PJG";"246";"MTR";"246";"0";"0";"WOWIF/SA1/202606/020078";"25-JUN-26 06.37.49.000000 AM";"0107042";"25-JUN-26 06.37.49.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"015";"JL";"JLB";"JLBOA015";"Jalan Koleksi Utara OA015";"PJG";"1023";"MTR";"1023";"0";"0";"";"20-MAY-25 09.47.15.000000 AM";"0107042";"20-MAY-25 09.47.15.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"016";"JL";"JLA";"JLAOA016";"Jalan Transport Timur OA016";"PJG";"245";"MTR";"245";"0";"0";"WOWIF/SA1/202608/020027";"11-AUG-26 07.57.50.000000 AM";"0107042";"11-AUG-26 07.57.50.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"016";"JL";"JLB";"JLBOA016";"Jalan Koleksi Utara OA016";"PJG";"1026";"MTR";"1026";"0";"0";"WOWIF/SA1/202606/020092";"01-JUL-26 03.22.32.000000 PM";"0107042";"01-JUL-26 03.22.32.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"017";"JL";"JLA";"JLAOA017";"Jalan Transport Timur OA017";"PJG";"245";"MTR";"215";"30";"0";"";"07-AUG-26 06.49.44.000000 AM";"0107042";"07-AUG-26 06.49.44.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"017";"JL";"JLB";"JLBOA017";"Jalan Koleksi Utara OA017";"PJG";"1031";"MTR";"1031";"0";"0";"WOWIF/SA1/202608/020028";"11-AUG-26 07.59.07.000000 AM";"0107042";"11-AUG-26 07.59.07.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"018";"JL";"JLA";"JLAOA018";"Jalan Transport Timur OA018";"PJG";"250";"MTR";"210";"40";"0";"";"15-APR-25 10.35.50.000000 AM";"0107042";"15-APR-25 10.35.50.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"018";"JL";"JLB";"JLBOA018";"Jalan Koleksi Utara OA018";"PJG";"1028";"MTR";"1028";"0";"0";"";"15-JUL-26 10.39.48.000000 AM";"0107042";"15-JUL-26 10.39.48.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"019";"JL";"JLA";"JLAOA019";"Jalan Transport Timur OA019";"PJG";"248";"MTR";"223";"25";"0";"";"23-APR-26 09.16.37.000000 AM";"0107042";"23-APR-26 09.16.37.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OA";"019";"JL";"JLB";"JLBOA019";"Jalan Koleksi Utara OA019";"PJG";"1175";"MTR";"1175";"0";"0";"WOWIF/SA1/202507/020063";"15-JUL-25 09.23.42.000000 AM";"0107042";"15-JUL-25 09.23.42.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"001";"JL";"JLA";"JLAOB001";"Jalan Transport Timur OB001";"PJG";"273";"MTR";"233";"40";"0";"";"26-JUN-26 02.27.33.000000 PM";"0107042";"26-JUN-26 02.27.33.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"001";"JL";"JLB";"JLBOB001";"Jalan Koleksi Utara OB001";"PJG";"1176";"MTR";"1176";"0";"0";"WOWIF/SA1/202510/020026";"04-OCT-25 08.39.36.000000 AM";"0107042";"04-OCT-25 08.39.36.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"002";"JL";"JLA";"JLAOB002";"Jalan Transport Timur OB002";"PJG";"244";"MTR";"214";"30";"0";"";"22-JUN-26 08.33.14.000000 AM";"0107042";"22-JUN-26 08.33.14.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"002";"JL";"JLB";"JLBOB002";"Jalan Koleksi Utara OB002";"PJG";"1028";"MTR";"1028";"0";"0";"";"14-JUN-25 10.48.52.000000 AM";"0107042";"14-JUN-25 10.48.52.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"003";"JL";"JLA";"JLAOB003";"Jalan Transport Timur OB003";"PJG";"224";"MTR";"224";"0";"0";"WOWIF/SA1/202607/020102";"27-JUL-26 09.08.44.000000 AM";"0107042";"27-JUL-26 09.08.44.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"003";"JL";"JLB";"JLBOB003";"Jalan Koleksi Utara OB003";"PJG";"1033";"MTR";"963";"70";"0";"";"14-JUL-26 10.43.30.000000 AM";"0107042";"14-JUL-26 10.43.30.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"004";"JL";"JLA";"JLAOB004";"Jalan Transport Timur OB004";"PJG";"279";"MTR";"239";"40";"0";"";"10-JUL-26 09.54.50.000000 AM";"0107042";"10-JUL-26 09.54.50.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"004";"JL";"JLB";"JLBOB004";"Jalan Koleksi Utara OB004";"PJG";"1029";"MTR";"1029";"0";"0";"WOWIF/SA1/202606/020034";"12-JUN-26 11.31.31.000000 AM";"0107042";"12-JUN-26 11.31.31.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"005";"JL";"JLA";"JLAOB005";"Jalan Transport Timur OB005";"PJG";"250";"MTR";"250";"0";"0";"WOWIF/SA1/202606/020079";"25-JUN-26 06.38.25.000000 AM";"0107042";"25-JUN-26 06.38.25.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"005";"JL";"JLB";"JLBOB005";"Jalan Koleksi Utara OB005";"PJG";"1032";"MTR";"1032";"0";"0";"WOGIF/SA1/202507/020104";"16-JUL-25 08.22.35.000000 AM";"0107042";"16-JUL-25 08.22.35.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"006";"JL";"JLA";"JLAOB006";"Jalan Transport Timur OB006";"PJG";"236";"MTR";"201";"35";"0";"";"26-JUN-26 02.26.54.000000 PM";"0107042";"26-JUN-26 02.26.54.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"006";"JL";"JLB";"JLBOB006";"Jalan Koleksi Utara OB006";"PJG";"1179";"MTR";"1179";"0";"0";"";"16-JUL-25 08.23.58.000000 AM";"0107042";"16-JUL-25 08.23.58.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"007";"JL";"JLA";"JLAOB007";"Jalan Transport Timur OB007";"PJG";"199";"MTR";"199";"0";"0";"WOWIF/SA1/202511/020067";"27-NOV-25 04.53.12.000000 PM";"0107042";"27-NOV-25 04.53.12.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"007";"JL";"JLB";"JLBOB007";"Jalan Koleksi Utara OB007";"PJG";"1185";"MTR";"1185";"0";"0";"WOWIF/SA1/202511/020065";"27-NOV-25 04.51.30.000000 PM";"0107042";"27-NOV-25 04.51.30.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"008";"JL";"JLB";"JLBOB008";"Jalan Koleksi Utara OB008";"PJG";"1034";"MTR";"974";"60";"0";"";"26-JUN-26 02.26.20.000000 PM";"0107042";"26-JUN-26 02.26.20.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"008";"JL";"JLE";"JLEOB008";"Jalan Utama OB008";"PJG";"246";"MTR";"246";"0";"0";"";"04-JUN-26 01.21.02.000000 PM";"0107042";"04-JUN-26 01.21.02.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"009";"JL";"JLA";"JLAOB009";"Jalan Transport Timur OB009";"PJG";"274";"MTR";"239";"35";"0";"";"26-JUN-26 03.38.28.000000 PM";"0107042";"26-JUN-26 03.38.28.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"009";"JL";"JLB";"JLBOB009";"Jalan Koleksi Utara OB009";"PJG";"1025";"MTR";"955";"70";"0";"";"24-APR-26 11.17.32.000000 AM";"0107042";"24-APR-26 11.17.32.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"010";"JL";"JLA";"JLAOB010";"Jalan Transport Timur OB010";"PJG";"275";"MTR";"250";"25";"0";"";"02-JUN-26 10.23.41.000000 AM";"0107042";"02-JUN-26 10.23.41.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"010";"JL";"JLB";"JLBOB010";"Jalan Koleksi Utara OB010";"PJG";"935";"MTR";"875";"60";"0";"";"15-JUL-26 10.41.03.000000 AM";"0107042";"15-JUL-26 10.41.03.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"011";"JL";"JLA";"JLAOB011";"Jalan Transport Timur OB011";"PJG";"264";"MTR";"264";"0";"0";"WOWIF/SA1/202606/020013";"04-JUN-26 10.05.07.000000 AM";"0107042";"04-JUN-26 10.05.07.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"011";"JL";"JLB";"JLBOB011";"Jalan Koleksi Utara OB011";"PJG";"1034";"MTR";"1034";"0";"0";"WOWIF/SA1/202607/020064";"15-JUL-26 06.32.28.000000 AM";"0107042";"15-JUL-26 06.32.28.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"012";"JL";"JLA";"JLAOB012";"Jalan Transport Timur OB012";"PJG";"246";"MTR";"246";"0";"0";"";"04-JUN-26 01.25.33.000000 PM";"0107042";"04-JUN-26 01.25.33.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"012";"JL";"JLB";"JLBOB012";"Jalan Koleksi Utara OB012";"PJG";"1018";"MTR";"1018";"0";"0";"WOWIF/SA1/202510/020069";"10-OCT-25 09.53.55.000000 AM";"0107042";"10-OCT-25 09.53.55.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"013";"JL";"JLB";"JLBOB013";"Jalan Koleksi Utara OB013";"PJG";"1044";"MTR";"924";"120";"0";"";"21-FEB-25 10.40.44.000000 AM";"0107042";"21-FEB-25 10.40.44.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"013";"JL";"JLE";"JLEOB013";"Jalan Utama OB013";"PJG";"259";"MTR";"259";"0";"0";"";"04-JUN-26 01.26.38.000000 PM";"0107042";"04-JUN-26 01.26.38.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"014";"JL";"JLA";"JLAOB014";"Jalan Transport Timur OB014";"PJG";"277";"MTR";"277";"0";"0";"WOWIF/SA1/202511/020066";"27-NOV-25 04.53.55.000000 PM";"0107042";"27-NOV-25 04.53.55.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"014";"JL";"JLB";"JLBOB014";"Jalan Koleksi Utara OB014";"PJG";"1185";"MTR";"1185";"0";"0";"WOWIF/SA1/202602/020013";"13-FEB-26 08.58.07.000000 AM";"0107042";"13-FEB-26 08.58.07.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"015";"JL";"JLA";"JLAOB015";"Jalan Transport Timur OB015";"PJG";"243";"MTR";"243";"0";"0";"WOWIF/SA1/202511/020050";"21-NOV-25 11.18.30.000000 AM";"0107042";"21-NOV-25 11.18.30.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"015";"JL";"JLB";"JLBOB015";"Jalan Koleksi Utara OB015";"PJG";"1215";"MTR";"1215";"0";"0";"WOWIF/SA1/202511/020046";"21-NOV-25 11.17.23.000000 AM";"0107042";"21-NOV-25 11.17.23.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"015";"JL";"JLD";"JLDOB015";"Jalan Koleksi Selatan OB015";"PJG";"1001";"MTR";"1001";"0";"0";"";"15-JUL-26 10.42.16.000000 AM";"0107042";"15-JUL-26 10.42.16.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"016";"JL";"JLB";"JLBOB016";"Jalan Koleksi Utara OB016";"PJG";"1037";"MTR";"1037";"0";"0";"WOWIF/SA1/202511/020036";"12-NOV-25 08.43.59.000000 AM";"0107042";"12-NOV-25 08.43.59.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"016";"JL";"JLE";"JLEOB016";"Jalan Utama OB016";"PJG";"241";"MTR";"241";"0";"0";"";"04-JUN-26 01.28.00.000000 PM";"0107042";"04-JUN-26 01.28.00.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"017";"JL";"JLA";"JLAOB017";"Jalan Transport Timur OB017";"PJG";"242";"MTR";"242";"0";"0";"WOWIF/SA1/202607/020057";"11-JUL-26 12.49.46.000000 PM";"0107042";"11-JUL-26 12.49.46.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"017";"JL";"JLB";"JLBOB017";"Jalan Koleksi Utara OB017";"PJG";"1019";"MTR";"1019";"0";"0";"WOWIF/SA1/202607/020056";"11-JUL-26 12.48.33.000000 PM";"0107042";"11-JUL-26 12.48.33.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"018";"JL";"JLA";"JLAOB018";"Jalan Transport Timur OB018";"PJG";"123";"MTR";"123";"0";"0";"WOWIF/SA1/202606/020012";"04-JUN-26 10.02.49.000000 AM";"0107042";"04-JUN-26 10.02.49.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"018";"JL";"JLB";"JLBOB018";"Jalan Koleksi Utara OB018";"PJG";"1020";"MTR";"1020";"0";"0";"WOWIF/SA1/202607/020055";"11-JUL-26 12.49.08.000000 PM";"0107042";"11-JUL-26 12.49.08.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"019";"JL";"JLB";"JLBOB019";"Jalan Koleksi Utara OB019";"PJG";"285";"MTR";"285";"0";"0";"WOWIF/SA1/202509/020121";"01-OCT-25 06.25.16.000000 AM";"0107042";"01-OCT-25 06.25.16.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"020";"JL";"JLB";"JLBOB020";"Jalan Koleksi Utara OB020";"PJG";"659";"MTR";"579";"80";"0";"";"21-FEB-25 10.41.17.000000 AM";"0107042";"21-FEB-25 10.41.17.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"021";"JL";"JLA";"JLAOB021";"Jalan Transport Timur OB021";"PJG";"123";"MTR";"123";"0";"0";"";"04-JUN-26 01.30.04.000000 PM";"0107042";"04-JUN-26 01.30.04.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"021";"JL";"JLB";"JLBOB021";"Jalan Koleksi Utara OB021";"PJG";"1022";"MTR";"1022";"0";"0";"WOWIF/SA1/202608/020038";"13-AUG-26 06.37.31.000000 AM";"0107042";"13-AUG-26 06.37.31.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"022";"JL";"JLA";"JLAOB022";"Jalan Transport Timur OB022";"PJG";"245";"MTR";"245";"0";"0";"WOWIF/SA1/202607/020058";"11-JUL-26 12.50.20.000000 PM";"0107042";"11-JUL-26 12.50.20.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"022";"JL";"JLB";"JLBOB022";"Jalan Koleksi Utara OB022";"PJG";"1016";"MTR";"986";"30";"0";"WOWIF/SA1/202608/020049";"20-AUG-26 06.45.43.000000 AM";"0107042";"20-AUG-26 06.45.43.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"023";"JL";"JLB";"JLBOB023";"Jalan Koleksi Utara OB023";"PJG";"1036";"MTR";"1036";"0";"0";"WOWIF/SA1/202511/020048";"21-NOV-25 11.16.03.000000 AM";"0107042";"21-NOV-25 11.16.03.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OB";"023";"JL";"JLE";"JLEOB023";"Jalan Utama OB023";"PJG";"267";"MTR";"267";"0";"0";"";"15-JUL-26 10.44.10.000000 AM";"0107042";"15-JUL-26 10.44.10.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"001";"JL";"JLA";"JLAOC001";"Jalan Transport Timur OC001";"PJG";"270";"MTR";"270";"0";"0";"WOWIF/SA1/202608/020030";"12-AUG-26 08.16.23.000000 AM";"0107042";"12-AUG-26 08.16.23.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"001";"JL";"JLB";"JLBOC001";"Jalan Koleksi Utara OC001";"PJG";"1076";"MTR";"1076";"0";"0";"";"15-JUL-26 10.45.17.000000 AM";"0107042";"15-JUL-26 10.45.17.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"002";"JL";"JLE";"JLEOC002a";"Jalan Utama OC002";"PJG";"263";"MTR";"263";"0";"0";"";"05-APR-23 10.00.00.000000 AM";"SYSTEM";"05-APR-23 10.00.00.000000 AM";"";"";"";"";"";"N"
"SA1";"OC";"002";"JL";"JLE";"JLEOC002b";"Jalan Utama OC002";"PJG";"1016";"MTR";"1016";"0";"0";"";"04-JUN-26 01.46.07.000000 PM";"0107042";"04-JUN-26 01.46.07.000000 PM";"0107042";"0";"0";"";"";"N"
"SA1";"OC";"003";"JL";"JLA";"JLAOC003";"Jalan Transport Timur OC003";"PJG";"249";"MTR";"249";"0";"0";"WOWIF/SA1/202606/020011";"04-JUN-26 10.01.55.000000 AM";"0107042";"04-JUN-26 10.01.55.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"003";"JL";"JLB";"JLBOC003";"Jalan Koleksi Utara OC003";"PJG";"1019";"MTR";"1019";"0";"0";"";"04-JUN-25 09.08.15.000000 AM";"0107042";"04-JUN-25 09.08.15.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"004";"JL";"JLB";"JLBOC004";"Jalan Koleksi Utara OC004";"PJG";"619";"MTR";"619";"0";"0";"WOWIF/SA1/202608/020039";"13-AUG-26 06.38.06.000000 AM";"0107042";"13-AUG-26 06.38.06.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"005";"JL";"JLB";"JLBOC005";"Jalan Koleksi Utara OC005";"PJG";"1141";"MTR";"1141";"0";"0";"WOWIF/SA1/202607/020004";"02-JUL-26 08.38.31.000000 AM";"0107042";"02-JUL-26 08.38.31.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"006";"JL";"JLA";"JLAOC006";"Jalan Transport Timur OC006";"PJG";"249";"MTR";"249";"0";"0";"";"04-JUN-26 01.46.52.000000 PM";"0107042";"04-JUN-26 01.46.52.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"006";"JL";"JLB";"JLBOC006";"Jalan Koleksi Utara OC006";"PJG";"1014";"MTR";"1014";"0";"0";"WOWIF/SA1/202608/020040";"13-AUG-26 06.38.56.000000 AM";"0107042";"13-AUG-26 06.38.56.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"007";"JL";"JLB";"JLBOC007";"Jalan Koleksi Utara OC007";"PJG";"1019";"MTR";"1019";"0";"0";"WOWIF/SA1/202607/020027";"15-JUL-26 10.27.00.000000 AM";"0107042";"15-JUL-26 10.27.00.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"007";"JL";"JLE";"JLEOC007";"Jalan Utama OC007";"PJG";"247";"MTR";"247";"0";"0";"WOWIF/SA1/202607/020028";"15-JUL-26 10.28.22.000000 AM";"0107042";"15-JUL-26 10.28.22.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"008";"JL";"JLA";"JLAOC008";"Jalan Transport Timur OC008";"PJG";"244";"MTR";"244";"0";"0";"WOWIF/SA1/202608/020031";"12-AUG-26 08.16.54.000000 AM";"0107042";"12-AUG-26 08.17.12.000000 AM";"0107042";"-1.96479";"102.496";"";"";"Y"
